id,name,Title,Conference,Journal,Volume,Year,Authors,Abstract,Keywords
541643,An-Adjustable-Autonomy-Management-Module-for-Multi-_2017_Procedia-Computer-S.pdf,"An Adjustable Autonomy Management Module for
Multi-agent Systems",ISICO 2017,Procedia Computer Science,124,2017,"
Salama A. Mostafa4.*, Aida Mustapha??, Mohd Sharifuddin Ahmadb, Moamin A Mahmoudb","
The design and development of software agents that perform adjustable autonomous actions in dynamic environments is a
challenging research issue. Adjustable autonomous agents operate according to a spectrum of autonomy states. The autonomy
states are dynamically adjusted to improve the agents??? performance and avoid autonomy surprises. For instance, the agents need to
be guided or improvise when they encounter unplanned events. In this paper, we propose an Adjustable Autonomy Management
(AAM) module for multi-agent systems. We integrate the AAM module within a BDI agent???s architecture to form an adjustable
autonomous agent. The AAM module enables the agent to internally adjust its autonomy and handles external autonomy
adjustments. We apply the agents in an autonomous Unmanned Aerial Vehicle (UAV) system. We test the UAV in a dynamic
environment via experimenting acrial surveillance missions. The test results show that the agent-based UAV system successfully
operates in the dynamic environment and performs the aerial surveillance missions. Subsequently, the AAM module is able to
manage agents??? autonomy, reduce human workload and reduce adjustable autonomy disturbance.
",software agent; multi-agent system; adjustable autonomy; human-agent interaction; unmanned aerial vehicle.
541644,Analysis-on-Factors-Influencing-Textile-Cyberpreneur-s-In_2017_Procedia-Comp.pdf,"Analysis on Factors Influencing Textile Cyberpreneurs Intention to
Adopt Cloud-Based m-Retail Application",ISICO 2017,Procedia Computer Science,124,2017,"
Wan Safra Diyana Wan Abdul Ghani, Nik Zulkarnaen Khidzir, Tan Tse Guan,
Mohammad Ismail","
In this era of smartphone utilization, business owners such as textile cyberpreneurs may conduct mobile retail (m-
retail) via cloud-based m-retail application. As cloud and e-commerce services are still lowly adopted by Malaysian
business owners, further investigation must be done in examining their adoption intention. Normally for
businessmen, the technology utilization may associate with tasks which are required to be performed. Moreover,
their own behaviour may influence the usage intention. Hence, this study intends to investigate the influences of
task-technology fit (TTF) model and theory of planned behaviour (TPB) towards textile cyberpreneur???s intention to
adopt cloud-based m-retail application. 348 respondents have participated in this study and analysis of findings
have shown that task-technology fit, attitude, subjective norm and perceived behavioural control have significant
positive effects on textile cyberpreneur???s behavioural intention. Task-technology fit construct has also been found
as the most influential factor towards adoption intention. The practical implications and future recommendations
are presented in this study for additional knowledge.",Mobile Retail; Task-Technology Fit; Theory of Planned Behavior; Cloud-Based Mobile Application; Cyberpreneurship
541645,An-Overview-of-Software-Functionality-Service--A-Syst_2017_Procedia-Computer.pdf,"An Overview of Software Functionality Service: A Systematic
Literature Review",ISICO 2017,Procedia Computer Science,124,2017,"
Masrina A. Salleh, Mahadi Bahari, Nor Hidayati Zakaria
","

This study focuses in contributing a literature on software functionality service area. We aim to provide an overview of software
functionality service related to its research activity, investigated the major themes and identified the focus on its sub-
characteristics addressed. In doing this, we employed a Systematic Literature Review (SLR) approach by reviewing all relevant
articles from four online databases (i.c., IEEE, Springer, ScienceDirect and EmaraldInsight) and finally identified only 79
relevant articles to our research questions. We categorized the articles into its major themes discussed and its sub-characteristics
addressed. It is found that there are increased of researched related to software functionality service for the last five years mainly
in functionality service development while there is still lack of research coverage on functional compliance sub-characteristics.
Future work should be included of reviewing a greater number of articles from more various types of journal and workshop.
",Functionality Service; Software Functionality Quality; Systematic Literature Review; Okoli Guideline
541646,Analyzing-the-Effectiveness-of-Public-e-Marketplaces-for_2017_Procedia-Compu.pdf,"Analyzing the Effectiveness of Public e-Marketplaces for Selling
Apparel Products in Indonesia",ISICO 2017,Procedia Computer Science,124,2017,"
Amna Shifia Nisafani, Arif Wibisono, Muchammad Haidar Tegar Revaldo
","
Public e-marketplace is a mean in selling products online. Unfortunately, there is limited understanding which public e-
marketplace is more effective in selling specific products. This study examines the relationships concerning traffic and selling
performance of public e-marketplaces. More specifically we examine for apparel products. We compare the performance of three
public e-marketplaces in Indonesia namely Tokopedia, Bukalapak, and Shopee. There are three performance indicators to assess
that are total sales volume, total sales amount, and total sales variances. The results indicate that Tokopedia as the highest traffic
public e-marketplaces exceeds the other two public e-marketplaces. In addition, Shopee as the lowest traffic public e-marketplace
proves more effectives compare to the second highest, Bukalapak.
",e-Business; e-Commerce; Public e-Marketplace; Channel Analysis; Customer Relationship Management
541647,APEX-System--An-Integration-of-Management-Informat_2017_Procedia-Computer-Sc.pdf,"APEX System: An Integration of Management Information Concept
",ISICO 2017,Procedia Computer Science,124,2017,"Aries Muftie, Djoko Budhi Setyawan, Supardi, Iwan Fuad, Andre Parvian Aristio","
Nowadays an information and communication technologies (ICTs) have become a necessity in everyday life. However, not all
technological advances are in place and help the problems that occur in rural area such as the lack of ease in making payments
between cooperatives in the rural area especially if any people in one cooperatives want to pay using their saving to another person
who has a saving in different cooperatives, the difficulty of small medium enterprises in obtaining loans due to unavailability of
data, the unavailability of core banking system for cooperatives that can regulate their financial transactions. Traditional methods
are ineffective because of possible data incompatibility, a security issues, data integration issues, and the unavailability of data
storage of local program. This paper will provide a technological concept that can help solve transactional problems in the rural
area community, APEX System, an integration of management information concept.
","Integration of Management Information; Core System; Small Medium Enterprise; Technology; Rural Area
"
541648,Analysis-the-Performance-of-Vehicles-Ad-Hoc-Net_2017_Procedia-Computer-Scien.pdf,"Analysis the Performance of Vehicles Ad Hoc Network
",ISICO 2017,Procedia Computer Science,124,2017,"Saed Tarapiah, Kahtan Aziz, Shadi Atalla
","
VANET (Vehicular Ad-hoc Network) is an intelligent network technology in wireless communication where the vehicles act as
mobile nodes to share data without any central access point for a safety issue. The vehicles send some information about road
status and traffic. Due to recent growth of software technology, it becomes necessary to make a step toward using software to
check on this network before the implementation. Simulation tools give us a comprehensive study of the network before applying
it in a real environment. There are many network simulators which has their own features to distinguish it from other. We should
focus on choosing the best one that gives the best results. NS2 is the most common simulator tool, in this project we used NS2 to
design the network, which made communication within the network with different routing protocols. We compare many different
routing protocols (AODV, AOMDV, DSDV and DSR) based on the various common metrics, throughput, end to end delay, and
packet delivery ratio by varying the number of mobile vehicles while applying CBR traffic. The comparison has been done by
using simulation tool NS2. To build the network scenario more like a real environment, different mobility models will be
considered. Two type of mobility patterns were used in our project. Studying about different routing protocols give us an idea of
using the best protocol in different cases under various parameters of a network. We wrote a TCL Script on NS2 to evaluate the
behavior of routing protocols that used in VANET network. After executing the simulation in different mobility models, we
realized that AODV has the best performance at both and preferable for the large and small environment of network, but it
consumes power during transmission. AOMDV gives middle results in all parameters. The large end to end delay appears in DSR
protocol However DNSDV has lower throushnit and nacket delivery ration than other routines nrotocolse with 9 different number of",VANET; NS2; Network Performance
541649,Application-of-Killer-Whale-Algorithm-in-ASP-EOR-O_2017_Procedia-Computer-Sc.pdf,"Application of Killer Whale Algorithm in ASP EOR Optimization
",ISICO 2017,Procedia Computer Science,124,2017,"Totok R. Biyanto, Matradji, Sawal, Ahmad H. Rahman, Arfiq I. Abdillah,
Titania N. Bethiana, Sonny Irawan
","
Enhanced Oil Recovery (EOR) is utilized to increase oil production after primary and secondary methods. EOR is classified into
three main categories i.e. thermal recovery, chemical flooding and miscible flooding. Alkaline Surfactant Polymer (ASP) EOR is
a method of chemical flooding in which the increase of oil recovery is ranging from 19% to 34% of original oil in place (OOIP).
In order to obtain optimal results of ASP EOR needs to consider several parameters i.e. the concentration of ASP, ASP material
procurement costs, the injection pressure and mass flow rate of injection. Beggs-Brill method is used to model the pressure drop in
the injection well and production well. The mean error of Beggs-Brill method to PIPESIM simulation result is 0.5076%. Meanwhile
the modelling of reservoir pressure conducted using Darcy equation shows that the mean error of Darcy equation model to
COMSOL Multiphysics simulation result is 3.378x10??%. The optimization results using Killer Whale Algorithm (K WA) exhibits
the net profit of ASP EOR increases up to 87.72% or net profit can be optimized from 9586.40 USD/day to 17995.19 USD/day.
","
ASP EOR; Killer Whale Algorithm; Optimization
"
541650,Beyond-Organizational-Motives-of-e-Government-Adoption--Th_2017_Procedia-Com.pdf,"Beyond Organizational Motives of e-Government Adoption: The
Case of e-Voting Initiative in Indonesian Villages",ISICO 2017,Procedia Computer Science,124,2017,"Manik Hapsara, Ahmed Imran, Timothy Turner
","

Motive is an important underlying reason an organization engages in a particular behavior, which includes initiating a particular
information systems adoption. Adoption motives, however, are situational, urging motivational studies to be contingent on the
context. The purposes of this paper are therefore twofold: (1) reflecting on the case of Indonesian e-voting initiative, to examine
the local government???s motives behind e-government adoption; (2) to identify emerging themes that might have influenced the
process of e-voting adoption in several Indonesian villages. Qualitative data were collected from five government leaders at both
municipal and village levels in a municipality that have previously conducted village e-voting elections. This study found that
performance-related rationalities, i.c. cost-savings, reducing service delivery-time, are the main drives for e-voting adoption in this
case. Although instances of motives belonging to technological and strategic clusters have also been recorded, none of the leaders
responded to operation-related motives. This might be due to the simplistic interpretation of e-voting as merely a replacement for
paper-ballots, while its broader implication to democratic values and election best practices have been largely ignored. Moreover,
it was evident from the study that the decision to adopt voting technology in this case has been significantly influenced by political
interests, where strong cases of leadership further accelerated the adoption process. The strong determination exhibited by higher
level leaders has put significant pressures on the lower level authorities to implement e-voting, which might have conflicted with
their own organizational strategy, socio-cultural norms, and citizen preparedness. This study is important to identify context-based
rationales behind e-voting initiatives in Indonesia and the results are relevant to assist Indonesian government in the development
of other e-government strategy in the future. This paper further emphasizes for a broader strategy which takes account of the risks
of imnairine democratic values and seneratine conflicts during electoral nrocesccec",e-Government; e-Voting; Technology Adoption; Adoption Motives; Indonesia; Developing Country
541651,Barriers-to-Electronic-Health-Record-System-Implementation_2017_Procedia-Com.pdf,"Barriers to Electronic Health Record System Implementation and
Information Systems Resources: A Structured Review",ISICO 2017,Procedia Computer Science,124,2017,"
Jaillah Mae Gesulga, Almarie Berjame, Kristelle Sheen Moquiala, Adrian Galido
","
Electronic health record systems have the potential to improve the quality of health services primarily through the availability of
health information. Implementing EHR systems in healthcare facilities has been met with an alarming rate of failure. This paper
reviews the literature identifying barriers to implement an EHR system. Identifying the barriers will be a precursor to assessing
readiness for such a system. A structured literature review was done in accord with the PRISMA guidelines. The barriers
identified were categorized into the information systems resources. The review suggests that people resource (user resistance and
lack of skills) and procedure resource (concern for return on investment and lack of administrative and policy support) are the
primary barriers to overcome. Further studies are directed to examine the barriers in detail and recognize how to address said
barriers.
",electronic health record; information system resource; barriers
541652,Community-Detection-On-Citation-Network-Of-DBLP-Data-Sa_2017_Procedia-Comput.pdf,"Community Detection On Citation Network Of DBLP Data Sample
Set Using LinkRank Algorithm
",ISICO 2017,Procedia Computer Scienc,124,2017,"
Satrio Baskoro Yudhoatmojo, Muhammad Arvin Samuar
","
This paper describes the application of a community detection algorithm, namely LinkRank algorithm, on a citation network.
Community detection is a task in network analysis which aims to find sets of tightly connected nodes that are loosely connected with
other nodes outside of those sets. In our study, we focused on a citation network which depicts relationships between cited papers
and the papers which cite those papers. The objectives of our study are to identify communities of papers based on the citation
relationships and analyze the similarities of topics within each community. The approach of our study to reach the objectives
is by applying LinkRank algorithm to a citation network. LinkRank algorithm is chosen because it can be applied to a directed
network where other algorithms that we have surveyed can only be used on undirected network. The citation network that we used
in our study is from Aminer website. In applying the algorithm, we had to port the original source code which is written in C
programming language into Python programming language for our convenience in doing the experiment. The result shows that the
algorithm able to detect 10,442 communities from 188,514 nodes. Once the communities have been detected, we sampled top three
communities (the ones with the largest number of members) and took the top 10 nodes with the highest PageRank score in each of
those communities. The samples show that most of the nodes have similar topic, but there are still some nodes with different topics
mixed inside the same community. We found the ratio between nodes with similar and different topics to be 7 to 3, that is 70% of
the nodes have similar topic while the other 30% have different topics. Thus, the homophily of each community does not reach
100%. Nevertheless, our study confirms that LinkRank algorithm can be used for community detection on directed network.
",Citation Network; Community Detection; Complex Network; Directed Network; LinkRank Algorithm; Social Network Analysis
541654,Challenges-and-Solutions-for-Applications-and-Technolo_2017_Procedia-Compute.pdf,"Challenges and Solutions for Applications and Technologies in the
Internet of Things",ISICO 2017,Procedia Computer Science,124,2017,"
Saad Albishi, Ben Soh, Azmat Ullah, Fahad Algarni
","
It is undeniable that the Internet of Things is an emerging research area encouraging numerous exciting solutions to many
problems encountered in numerous domains. The aim of this paper is to study the literature review of electronics applications in
the context of the Internet of Things??? challenges and solutions for emerging sensors and electronics applications. The analysis
topics include: a review of electronics applications in the Internet of Things (IoT); what is the IoT; innovation directions of the
IoT: IoT applications in the context of electronics; the IoT and future Internet technologies.

","Internet of Things (IoT); IoT Innovation; Challenges; IoT direction
"
541655,Cross-Site-Scripting--Removing-Approaches-in-Web-A_2017_Procedia-Computer-Sc.pdf,"Cross Site Scripting: Removing Approaches in Web Application
",ISICO 2017,Procedia Computer Science,124,2017,"Abdalla Wasef Marashdih and Zarul Fitri Zaaba
","
By reviewing the literature pertaining to XSS vulnerability, it has been found that many investigations have directed
their focus only on XSS vulnerability detection, but not many studies have concentrated on removing XSS
vulnerability. While PHP is the most common web technologies to build web application, this literature paper
describes the gap that still exists on removing XSS vulnerability in PHP web application. This paper explains the
presented methods to remove XSS vulnerability and presents the tools that are used to remove vulnerability of XSS
from the PHP source code. There is no specific solution that can efficiently mitigate XSS incursions. More research
is required in the field of vulnerability elimination from the PHP web application source code before deployment.
","Software Security; Web Application Security; Security Vulnerability; Cross Site Scripting; XSS; Vulnerability Removal
"
541656,Curriculum-Assessment-of-Higher-Educational-Institution_2017_Procedia-Comput.pdf,"Curriculum Assessment of Higher Educational Institution Using
Aggregate Profile Clustering",ISICO 2017,Procedia Computer Science,124,2017,"
Satrio Adi Priyambada, Mahendrawathi ER, Bernardo Nugroho Yahya?
","Curriculum assessment commonly takes place on the success story of the students during the education period using some ways
such as questionnaires, interviews, etc. The existing approaches frequently used are inadequate to measure the effectiveness of the
curriculum as the educational process guideline. Curriculum mining aimed at investigating the actual curriculum model by
constructing the model from the students??? academic results. However, the discrepancy measurement between the observed behavior
of students and the standard curriculum model remains some challenges. This study proposes a methodology to assess the
curriculum based on the students??? behavior. First, aggregate profile clustering is used to categorize the students according to their
learning paths. Second, sequence mining approach is applied to assess the sequence of learning path in conformity with the prior
curriculum guideline. The study utilized Information Systems (IS) students??? data to test the effectivity of the methodology. Results
from the implementation shows that the IS students can be grouped into three clusters that have different characteristics with respect
to their performance and learning behavior. It is also found that students with relatively high GPA tend to take the course earlier
than the curriculum design. Meanwhile, students with relatively low GPA finish their study longer than eight semesters due to
registering many courses after the designated semester. The results can be analyzed further to detect bottleneck and determine
possible improvement on the curriculum.
","Educational Data Mining; Clustering; Students??? Learning Path; Curriculum
"
541657,Coupled-Hidden-Markov-Model-for-Process-Discovery-of-Non_2017_Procedia-Compu.pdf,"Coupled Hidden Markov Model for Process Discovery of Non-Free
Choice and Invisible Prime Tasks
",ISICO 2017,Procedia Computer Science,124,2017,"Riyanarto Sarno, Kelly R. Sungkono
","
With increasing numbers and complexity of processes stored in the event log on a system, a solution to analyze these processes
more easily is a formation of the process model. There are algorithms of process discovery that offered ways to formed process
models based on data in the event logs. During the forming of process models, several problems arise, such as detecting non-free
choice and invisible prime tasks. This research offers a method that utilizes Coupled Hidden Markov Model to modeling processes
with non-free choice and invisible prime tasks in incomplete event log. This method was compared with Alpha$ algorithm to
evaluate the quality of the method. The evaluation proves that the method of this research can depict process model containing
non-free choice and invisible prime tasks. This output of the evaluation also indicates that a process model produced by the method
with dealy Coupled Hidden Markov Model has higher fitness and precision than the model produced by Alpha$ algorithm.
","coupled hidden markov model ; invisible prime tasks ; non-free choice ; process discovery
"
541658,Cyclomatic-Complexity-for-Determining-Product-Complex_2017_Procedia-Computer.pdf,"Cyclomatic Complexity for Determining Product Complexity Level
in COCOMO II",ISICO 2017,Procedia Computer Science,124,2017,"
Muhammad Asep Subandri, Riyanarto Sarno
","
Cost Construction Model (COCOMO) is an algorithmic software development cost estimation model, which requires accurate
input values for each attribute. Input misjudgment on an attribute will have a great impact on the estimated effort. One of the
attributes in COCOMO II is product complexity. Currently, the level of product complexity is assessed subjectively by an expert.
This approach tends to be inaccurate because it is influenced by emotions, opinions and experiences. This paper proposes
Cyclometer, a new approach based on the cyclomatic complexity metric to measure the product complexity level objectively. A
comparison study was carried out and showed that the results comply with the expert judgments as indicated by moderate kappa
statistic values.
","Software Cost Estimation; COCOMO; Product Complexity Rating; Cyclomatic Complexity
"
541659,Design-and-Development-of-Backend-Application-for-Public-_2017_Procedia-Comp.pdf,"Design and Development of Backend Application for Public
Complaint Systems Using Microservice Spring Boot",ISICO 2017,Procedia Computer Science,124,2017,"
Hatma Suryotrisongko, Dedy Puji Jayanto, Aris Tjahyanto
","
E-government is an implementation of ICT (information and communication technologies) in the field of governance in
improving services to the public by a government or public sector. For example, Smart City, online licensing services,
community complaint services, etc. The purpose of this research is to develop public complaint service application based on web
application which uses springboot microservice architecture. Microservice architecture was used to divide the application
functionality into many parts, or many micro-services based on business process and the services are interconnected, becoming a
single application with a complete business process. One of the advantages of this architecture is that more microservice can be
added without affecting others. The application was deployed in a cloud environment that can be accessed through a browser.
","e-Government; Microservices; Complaint Services; Spring Boot
"
